Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
2001,104,53,2253,4221,0,111,5974653,22000000,0.27,4.1,1.85,
1970,143,688,1547,788,2,50,5000000,25000000,0.20,6.2,2.35,14000
1999,77,37,8176,5568,0,77,9694105,22000000,0.44,3.8,2.35,
2015,96,11,26767,1411,0,121,16027866,25000000,0.64,5.1,2.35,0
2006,145,719,59507,2590,1,232,4398392,21000000,0.21,7.8,2.35,
2005,116,13,21394,773,0,147,1050445,22000000,0.05,7.8,2.35,11000
2012,100,21,29322,15922,5,104,13746550,2000000,6.87,6.1,2.35,
2008,104,144,16831,2453,3,54,20668843,22000000,0.94,5.8,2.35,687000
2014,92,17,48873,14617,1,105,2963012,22000000,0.13,6.3,2.35,
2010,105,43,34985,37766,1,135,1796024,22000000,0.08,5.4,2.35,0
2007,120,2,5166,1651,1,27,634277,16000000,0.04,7.3,2.35,
2013,116,108,83171,24134,0,231,11326836,22000000,0.51,6.8,2.35,17000
2007,119,209,133367,3284,0,363,49024969,25000000,1.96,7.3,2.35,
1996,101,88,12278,4629,3,71,22294341,21500000,1.04,6.5,1.85,758000
1999,117,89,69980,13576,1,591,24362501,21500000,1.13,7.2,2.35,
2012,112,11000,67893,1205,0,163,16684352,17000000,0.98,6.3,1.85,18000
1982,136,16000,19832,16805,1,98,46700000,21000000,2.22,5.9,2.35,
1999,81,406,162037,3003,1,928,52008288,21000000,2.48,7.8,1.85,0
2007,87,0,89547,24324,0,199,8579684,9000000,0.95,7.4,1.85,
1993,96,8,25086,1254,0,87,42660000,17000000,2.51,4.8,1.85,1000
2001,106,48,22649,18630,3,131,40219708,21000000,1.92,6.3,1.85,
2012,122,737,533607,72115,0,692,132088910,21000000,6.29,7.8,2.35,117000
2007,123,98,52533,3994,1,235,36581633,21000000,1.74,7.5,1.85,
2002,92,255,237248,27572,0,460,25296447,21000000,1.20,6.8,2.35,0
2008,110,65,80556,4089,1,184,24848292,20000000,1.24,6.6,2.35,
1999,104,52,13065,3162,1,253,17757087,21000000,0.85,4.6,1.85,897000
2009,98,0,45992,1997,2,115,9430988,17000000,0.55,7.1,2.35,
2008,120,0,15079,6212,1,79,16284360,21000000,0.78,6.1,2.35,1000
2002,112,52,11983,16692,3,147,6830957,21000000,0.33,6.7,2.35,
2011,127,140,149066,46241,1,517,24104113,20000000,1.21,7.1,2.35,24000
1999,102,18,2295,1562,1,40,15593,21000000,0.00,5.8,1.85,
2011,91,0,39764,34705,0,148,958319,21000000,0.05,6.7,2.35,17000
1982,114,19,7748,3688,2,48,69700000,35000000,1.99,5.8,2.35,
1999,115,0,77493,2990,0,527,2840417,31000000,0.09,6.8,1.85,6000
1981,115,14000,661017,12906,1,771,242374454,18000000,13.47,8.5,2.35,
1992,120,0,200077,7860,2,189,173585516,18000000,9.64,6.6,1.85,0
1977,135,14000,139288,1591,0,339,128300000,19400870,6.61,7.7,2.35,
2006,90,2,24969,19952,0,258,20259297,20000000,1.01,4.7,2.35,0
1987,100,12000,84824,4121,1,95,153665036,28000000,5.49,6.4,2.35,
2003,105,163,30058,2505,2,236,132541238,33000000,4.02,5.5,2.35,8000
1991,138,438,887467,13184,0,916,130727000,19000000,6.88,8.6,1.85,
1992,94,122,114610,4263,2,176,121697350,20000000,6.08,7,1.85,0
2010,101,79,47794,1787,1,81,117224271,20000000,5.86,7.1,1.78,
1978,131,82,51314,1520,0,265,102922376,20000000,5.15,5.7,2.35,0
2008,91,67,17829,4729,1,99,94497271,20000000,4.72,3.7,2.35,
2013,112,0,300110,9049,0,807,137387272,20000000,6.87,7.5,2.35,131000
2005,95,32,22679,3558,2,149,82301521,32000000,2.57,4.6,1.85,
2014,100,265,35965,2654,0,144,84518155,20000000,4.23,4.9,1.85,11000
2007,105,154,186984,2287,0,491,80050171,20000000,4.00,6.9,1.85,
2003,108,0,210680,4403,1,479,81257845,35000000,2.32,7.1,1.85,0
1995,101,545,81783,3816,0,283,70360285,18000000,3.91,5.8,1.85,
2004,114,118,44979,679,0,298,12831121,30000000,0.43,7,2.35,0
2004,109,322,98794,6313,4,251,69148997,37000000,1.87,5.4,1.85,
2011,115,729,205284,9578,0,439,82624961,20000000,4.13,7.3,2.35,22000
2003,117,99,58222,1293,0,331,67325559,20000000,3.37,7.1,1.85,
2010,107,30,62421,2341,1,185,62933793,20000000,3.15,5.8,2.35,1000
2013,134,0,439176,4251,0,695,56667870,20000000,2.83,8.1,2.35,
2002,118,30,28649,2390,0,185,56398162,20000000,2.82,5.7,2.35,2000
2010,121,0,7664,6657,8,68,60072596,20000000,3.00,4.4,1.85,
1990,105,13000,357581,42330,0,588,56362352,20000000,2.82,7.9,1.85,16000
2016,110,17,44723,21852,0,130,56154094,20000000,2.81,7.6,2.35,
2012,114,0,7354,2753,5,50,65623128,20000000,3.28,4.8,1.85,0
2006,85,64,50415,6539,0,613,48546578,20000000,2.43,2.7,1.85,
2002,72,2,13324,3402,1,79,48423368,20000000,2.42,5.8,1.66,32000
2014,128,151,61114,3869,0,212,52066000,20000000,2.60,7.5,2.35,
2003,72,0,11634,4480,0,58,47887943,20000000,2.39,5.4,1.85,227000
2005,89,19,25960,1383,0,389,46363118,20000000,2.32,4.1,1.85,
2007,96,9,62364,1825,0,337,47852604,20000000,2.39,5.9,2.35,0
2000,77,25,13319,575,0,53,45542421,30000000,1.52,6.3,1.78,
2015,111,132,18915,2851,0,87,42652003,20000000,2.13,6.8,2.35,33000
2007,93,82,89687,4293,11,666,39737645,20000000,1.99,2.3,1.85,
1982,129,468,113068,2024,0,337,37567440,20000000,1.88,6.9,2.35,0
2015,128,310,195333,1058,2,409,44988180,20000000,2.25,8.1,1.85,
2008,110,119,40469,2382,1,135,39263506,22000000,1.78,6.1,2.35,0
2006,137,70,38658,5746,0,284,39143839,20000000,1.96,5,1.85,
1998,124,8,5427,1660,1,51,37672350,20000000,1.88,5.5,1.85,0
1991,93,12,49680,20188,2,117,38037513,20000000,1.90,6.2,1.85,
2006,115,272,28005,52571,1,236,37442180,20000000,1.87,6.2,2.35,0
2010,105,210,79461,1454,1,463,35596227,20000000,1.78,6.3,2.35,
1997,127,16,19126,1735,1,155,35422828,20000000,1.77,6.7,2.35,0
2010,82,82,39095,2898,7,187,36658108,20000000,1.83,3.5,1.85,
2006,143,0,243799,11248,3,908,34300771,25000000,1.37,7.5,1.85,0
2014,103,189,54242,4662,8,145,34290142,19800000,1.73,6.6,2.35,
2008,104,53,99236,33903,0,321,33422556,20000000,1.67,7.5,1.85,0
2004,98,406,136048,2609,5,700,32774834,30000000,1.09,7.2,2.35,
2013,92,34,35131,1945,0,255,34334256,11000000,3.12,4.8,2.35,16000
1995,123,36,42315,12338,0,140,32051917,20000000,1.60,6.6,2.35,
2013,88,92,50337,34319,8,177,32014289,20000000,1.60,3.5,1.85,13000
2008,128,835,136673,13189,1,281,31838002,20000000,1.59,7.6,1.85,
2016,107,58,12276,389,2,117,36874745,20000000,1.84,6.3,2.35,21000
2002,91,17,75920,1083,0,474,30079316,35000000,0.86,5.5,1.85,
2011,90,12,55008,2462,4,93,35033759,19000000,1.84,6.3,2.35,21000
1998,115,39,90677,14275,3,389,29753944,20000000,1.49,6.5,2.35,
2010,113,108,55441,1136,3,165,31146570,20000000,1.56,6.9,2.35,0
2000,113,350,143137,3141,0,602,27277055,20000000,1.36,7.6,1.85,
2008,87,2,26624,1834,1,189,26876529,27000000,1.00,3.9,1.85,0
1996,101,154,9845,3174,1,77,53146000,20000000,2.66,6.1,1.85,
2008,111,79,152247,27755,0,189,30028592,20000000,1.50,7.3,2.35,0
2004,108,1000,666937,19364,1,1514,34126138,20000000,1.71,8.3,1.85,
2010,105,99,41273,4813,6,136,25677801,20000000,1.28,5.8,2.35,0
2008,109,453,94892,33878,4,189,26415649,20000000,1.32,6.8,2.35,
2013,109,1000,185587,278,6,401,26003149,20000000,1.30,7,2.35,49000
2007,99,26,15877,3327,5,102,25584685,20000000,1.28,5.9,2.35,
2009,98,35,105797,189,0,281,29975979,20000000,1.50,6.5,2.35,0
2010,104,14,101730,5707,1,131,31584722,20000000,1.58,6.4,2.35,
2011,109,15,32951,4257,3,44,23179303,20000000,1.16,5.8,1.85,6000
2006,75,19,25870,3590,0,281,23078294,9000000,2.56,5.1,2.35,
1990,119,23,15230,45841,1,97,21413105,20000000,1.07,6.8,2.35,0
2010,90,0,10986,2486,0,84,25077977,20000000,1.25,5.3,1.85,
2006,97,212,39541,3261,0,334,23292105,20000000,1.16,5.3,2.35,3000
2009,89,0,5332,88422,4,37,20916309,40000000,0.52,4.9,1.85,
1995,106,835,34774,3598,0,162,21200000,20000000,1.06,6.8,1.85,1000
1998,104,0,42664,5123,0,403,20241395,20000000,1.01,6.1,2.35,
1960,108,13000,422432,1885,2,1040,32000000,806947,39.66,8.5,1.85,18000
2008,112,41,36983,3301,3,100,19151864,40000000,0.48,5.9,1.85,
2014,104,19,31323,18760,0,76,23393765,20000000,1.17,6.3,2.35,0
2007,113,0,20539,4039,3,125,18882880,20000000,0.94,5.9,2.35,
1981,98,15,2061,1761,0,34,8500000,20000000,0.43,5.4,1.78,51000
1998,114,160,18366,1816,2,219,18252684,30000000,0.61,6.9,1.85,
2007,124,57,83786,17050,2,231,19661987,20000000,0.98,7.5,2.35,0
2007,148,0,426359,18752,0,760,18352454,15000000,1.22,8.2,2.35,
2006,108,480,26100,4374,1,97,17803796,20000000,0.89,5.9,2.35,484000
2012,95,83,49888,2173,0,220,17529157,20000000,0.88,5,2.35,
1996,108,0,219091,23296,2,592,25753840,19000000,1.36,7.3,1.85,12000
2005,68,0,4180,861,0,32,18081626,20000000,0.90,6.4,1.85,
1995,103,0,9105,25263,1,76,17518220,20000000,0.88,6.6,1.85,0
2004,99,0,99353,537,1,354,17104669,20000000,0.86,7.8,2.35,
2002,88,0,3875,8189,1,75,16988996,35000000,0.49,4,1.85,422000
2007,128,395,68119,904,0,230,15797907,20000000,0.79,7.6,2.35,
2003,124,0,189683,7567,0,559,16248701,20000000,0.81,7.7,1.85,0
2004,84,2,13210,2915,0,138,15712072,20000000,0.79,5.8,2.35,
2008,122,308,348010,44061,1,1535,191449475,37000000,5.17,5.2,2.35,19000
2003,101,13,14147,2698,3,92,15408822,20000000,0.77,5.6,1.85,
2000,98,143,23076,1189,2,158,15464026,20000000,0.77,5.3,1.85,1000
1965,225,126,6484,1934,6,100,8000000,20000000,0.40,6.6,2.76,
2008,88,82,74945,2857,0,359,14174654,25000000,0.57,1.9,1.85,0
2009,88,190,26236,137712,6,110,15988876,27000000,0.59,5.7,2.35,
1997,94,36,23928,15183,1,100,13801755,20000000,0.69,6.6,1.85,0
2011,117,20,58957,15713,1,91,13987482,20000000,0.70,6,1.85,
2012,95,4,82082,1414,2,236,14291570,20000000,0.71,6.1,2.35,1000
2004,99,272,26390,1189,1,176,12181484,40000000,0.30,4.8,1.85,
2009,96,83,112516,30541,0,223,13630226,20000000,0.68,6.2,1.85,0
1994,98,11000,29385,4302,4,86,13383737,20000000,0.67,7.5,1.85,
2006,123,6,5796,908,0,177,13391174,20000000,0.67,6.3,2.35,0
2002,101,176,24019,3431,2,199,12987647,30000000,0.43,7.1,2.35,
2005,102,563,69172,13156,1,316,12469811,22000000,0.57,6.6,1.85,0
2002,94,394,21542,2880,2,88,12398628,20000000,0.62,6.1,2.35,
2008,102,192,60516,500,3,147,13214030,20000000,0.66,6.7,1.85,0
2009,108,212,22823,2799,1,113,12232937,22000000,0.56,5.6,2.35,
2010,116,198,92237,20258,0,366,12134420,20000000,0.61,7.2,2.35,25000
1994,93,18,6701,1151,0,26,11784000,20000000,0.59,4.3,1.85,
2008,102,1000,79855,1778,2,235,11169531,20000000,0.56,6.4,2.35,0
2005,103,350,13505,5637,1,180,11034436,20000000,0.55,7.1,1.85,
2016,115,214,32567,27214,3,106,12626905,20000000,0.63,6.3,2.35,0
1997,96,11000,35586,11867,2,131,10569071,20000000,0.53,7.4,1.85,
1999,98,4,16372,4843,2,121,10544143,20000000,0.53,6.1,1.37,311000
2015,101,53,61360,16926,1,129,13650738,20000000,0.68,6.6,2.35,
1989,106,277,17349,24887,0,42,10555348,20000000,0.53,6,2.35,855000
1996,101,11000,30083,1614,0,140,9714482,20000000,0.49,6.8,1.85,
2007,87,0,89547,24324,0,199,8579684,9000000,0.95,7.4,1.85,0
2007,111,0,60156,3309,0,299,9525276,20000000,0.48,6.8,2.35,
2009,99,52,49855,23409,1,117,8855646,21000000,0.42,7.2,2.35,1000
2004,88,84,25371,1343,3,129,9109322,20000000,0.46,1.9,2.35,
2005,83,10,21933,1019,2,76,8326035,33000000,0.25,5.5,1.85,676000
2007,91,10,9785,2700,3,26,8104069,20000000,0.41,4.5,1.85,
2004,108,54,6838,2730,3,117,8054280,20000000,0.40,6.3,1.85,924000
2014,148,0,61935,707,0,242,8093318,20000000,0.40,6.7,1.85,
2006,77,3,3851,2185,0,114,7382993,20000000,0.37,2.8,1.85,346000
2013,110,9,7894,3177,19,25,8888355,20000000,0.44,5,1.85,
2008,83,119,8560,2907,2,205,7001720,12000000,0.58,4.3,2.35,797000
2013,107,0,59248,2848,7,164,7268659,20000000,0.36,5.6,1.85,
2003,100,17,15169,1267,0,213,6852144,22000000,0.31,6.2,2.35,0
2008,87,29,18571,4218,4,120,6563357,20000000,0.33,5.3,2.35,
1999,154,608,10037,1690,1,202,6201757,10000000,0.62,7.4,1.66,68000
2015,106,38,15978,5705,0,122,6420319,20000000,0.32,7.4,2.35,
2011,99,0,80617,23755,3,190,5702083,15000000,0.38,6.5,1.85,36000
2006,100,0,89383,39507,0,293,5480996,8700000,0.63,7.1,1.85,
2012,116,150,24997,21200,2,75,6002756,20000000,0.30,7.2,1.85,13000
2005,94,892,37626,838,0,521,5132655,20000000,0.26,2.3,2.35,
2009,111,650,11958,1573,3,39,5205343,20000000,0.26,6.4,2.35,1000
2004,100,143,29649,2295,1,361,5005883,20000000,0.25,6.1,1.85,
2014,125,78,45799,3979,0,180,5749134,20000000,0.29,7,2.35,0
2008,119,18,14301,64,0,45,4234040,20000000,0.21,7,2.35,
2007,135,162,48346,36398,0,230,4001121,20000000,0.20,7,2.35,0
2012,93,19,28629,30134,3,113,3749061,20000000,0.19,4.9,2.35,
2008,114,0,41737,3014,4,105,3519627,20000000,0.18,6.9,2.35,0
2008,124,0,55842,24732,0,274,3081925,21000000,0.15,7.5,2.35,
1997,134,6000,221552,2710,0,570,2298191,2400000000,0.00,8.4,1.85,11000
2003,114,22,4293,1776,5,53,2353728,20000000,0.12,6.9,2.35,
1980,124,42,2998,1462,0,74,2000000,20000000,0.10,4.5,2.35,1000
2005,104,214,43205,2129,1,232,1900725,2000000,0.95,7.4,2.35,
2015,118,14,2302,3384,4,20,2246000,20000000,0.11,7,2.35,0
2003,80,121,4518,2467,2,66,1646664,20000000,0.08,2.8,1.85,
2002,107,110,261317,25088,2,1137,1190018,20000000,0.06,7.5,2.35,2000
2008,125,55,8087,1003,4,33,1027749,40000000,0.03,7.1,2.35,
2000,115,115,16215,11433,2,138,882710,24000000,0.04,6.4,2.35,41000
2015,122,11000,7976,22319,0,61,531009,10000000,0.05,5.3,2.35,
2004,103,78,13727,991,1,79,410388,2127519898,0.00,6.9,1.85,973000
2005,101,25,2613,20354,0,46,375474,20000000,0.02,6.2,2.35,
1994,107,58,3843,1592,1,25,305070,20000000,0.02,6.4,2.35,399000
1998,118,8,7147,182,0,16,146072,140000000,0.00,6,2.35,
2010,107,14,13026,1577,1,75,1183354,20000000,0.06,5.1,2.35,0
2002,100,3,9868,15612,3,81,121972,22000000,0.01,5.5,1.85,
2010,110,278,6147,3785,2,36,263365,20000000,0.01,5.4,2.35,0
2006,125,43,77656,2608,0,220,8047690,19400000,0.41,7.5,2.35,
2008,184,34,29602,1601,2,110,476270,20000000,0.02,7.4,1.85,0
1990,236,0,186485,2398,1,382,184208848,22000000,8.37,8,2.35,
2011,97,52,160418,5547,0,296,100292856,20000000,5.01,5.7,1.85,16000
1989,113,17,30213,15914,1,112,58571513,19000000,3.08,6.8,1.85,
2004,95,15,62861,3092,2,232,51431160,20000000,2.57,5.9,1.85,0
1996,103,0,222018,1212,0,869,103001286,15000000,6.87,7.2,2.35,
2001,91,17,65512,3023,0,478,41867960,20000000,2.09,5.5,1.33,0
1985,116,0,732212,3230,0,809,210609762,19000000,11.08,8.5,1.18,
1999,93,37,45317,2872,0,536,40846082,19000000,2.15,5.6,1.37,0
2009,113,0,8346,1465,6,59,51697449,13000000,3.98,4.1,1.85,
2010,101,8,77987,1292,2,120,27758465,19000000,1.46,6.1,2.35,0
2003,95,189,57479,2020,2,205,56127162,18000000,3.12,5.4,1.85,
2011,109,93,53977,35561,1,125,1357042,15000000,0.09,7.1,2.35,14000
2000,85,2,2855,2429,1,119,15911333,19000000,0.84,3.6,1.85,
2010,101,42,93272,2609,0,251,39103378,20000000,1.96,6.5,2.35,0
2001,125,6000,417971,44,0,902,10049886,19000000,0.53,8.6,1.85,
1984,132,79,17982,28094,2,95,8600000,25000000,0.34,7,2.35,1000
2013,131,33,98741,1985,1,236,21483154,19000000,1.13,7.6,2.35,
2008,129,51,72715,4324,1,103,8396942,19000000,0.44,6.5,1.85,0
2010,100,14,71276,4094,2,181,12561,19000000,0.00,6.4,2.35,
2011,97,31,43867,5519,4,83,6923891,23000000,0.30,6.3,2.35,0
1993,92,22,1153,2,0,15,2119994,19000000,0.11,5.7,1.85,
1996,116,500,3536,14579,2,44,1292527,19000000,0.07,6.3,1.85,228000
2005,90,15,80903,120797,0,518,64255243,19000000,3.38,6,2.35,
2002,81,0,143251,25489,0,710,22245861,19000000,1.17,7.7,1.85,0
2005,97,0,78883,1876,8,662,20433940,15000000,1.36,6.2,2.35,
1998,118,0,213226,43105,0,648,10562387,18500000,0.57,7.7,2.35,15000
2009,100,0,94292,7252,3,287,18439082,18500000,1.00,6.4,1.85,
2014,97,89,216581,2771,3,397,150056505,18000000,8.34,6.4,2.35,21000
1994,114,55,265818,2085,0,213,119938730,18000000,6.66,6.9,1.85,
1988,130,545,153468,28018,1,204,114968774,18000000,6.39,7.3,1.85,0
2006,82,119,297014,505,1,1198,128505958,18000000,7.14,7.3,1.85,
2001,96,126,131801,4380,1,548,95001351,18000000,5.28,6.2,2.35,0
1984,105,12000,58743,14762,1,192,76400000,17000000,4.49,6.6,2.35,
2005,122,301,96569,2759,0,522,75072454,20000000,3.75,6.7,2.35,0
1999,88,31,59380,2604,1,202,65535067,17000000,3.86,5.7,1.85,
2014,110,179,24854,15044,1,374,13998282,16000000,0.87,3.1,2.35,31000
2005,103,15,49077,1615,0,475,6061759,17000000,0.36,6.3,1.85,
2004,106,8,10104,3956,4,69,64955956,18000000,3.61,5.7,1.85,265000
2003,98,72,107815,3151,2,485,60057639,18000000,3.34,7.1,1.85,
1997,68,116,183425,10557,2,425,53868030,17000000,3.17,7,2.35,0
2016,94,52,13562,2259,10,103,59573085,18000000,3.31,6.1,2.35,
2011,99,42,18727,3567,2,45,52691009,21000000,2.51,6.6,2.35,0
1987,107,323,290949,4223,1,629,59735548,15000000,3.98,7.8,1.85,
1984,180,869,270790,3076,0,549,51600000,18000000,2.87,8.3,2.35,16000
2008,89,29,27664,4867,0,260,43818159,20000000,2.19,3.9,2.35,
2004,97,70,245989,5032,4,554,86049418,17000000,5.06,7,1.85,0
2003,113,22,35718,1310,1,317,43601508,18000000,2.42,6.7,1.85,
2001,131,500,65201,3261,0,651,41300105,19800000,2.09,7.3,2.35,0
1986,103,0,27149,14672,0,96,41382841,18000000,2.30,6.3,1.85,
2014,119,0,395087,21668,8,1101,42335698,18000000,2.35,7.8,1.85,114000
2013,98,11000,150082,1353,1,384,33404871,18000000,1.86,7.3,2.35,
2006,111,521,83374,313,0,828,31471430,15000000,2.10,7.6,2.35,0
2003,94,23,36666,4868,2,144,30222640,25000000,1.21,5.3,1.85,
1989,122,380,101889,32930,3,365,26830000,18000000,1.49,7.9,1.85,0
1996,81,8,29621,2653,2,76,26906039,18000000,1.49,5.3,1.85,
1980,89,0,46492,4877,0,335,21378000,1000000,21.38,6.8,2.35,7000
2011,106,80,35514,5024,1,114,43853424,18000000,2.44,7.1,2.35,
2009,86,62,52467,727,1,248,23993605,18000000,1.33,5.8,2.35,0
1984,103,130,62009,2481,1,109,26400000,18000000,1.47,5.8,2.35,
1980,121,17000,235133,23008,1,494,45250,18000000,0.00,8.3,1.85,0
2009,109,7,25344,4947,0,77,22927390,18000000,1.27,5.6,1.85,
1985,109,272,14870,605,1,86,4250320,18000000,0.24,6.8,1.85,0
2009,123,64,14062,5734,0,82,22452209,18000000,1.25,5,2.35,
2010,94,0,279179,11984,0,440,18329466,18000000,1.02,7.6,1.85,63000
2000,94,11000,31169,23283,0,192,17071230,18000000,0.95,6.7,1.85,
2000,115,13,15817,1201,2,210,17174870,18000000,0.95,6.7,2.35,0
2015,107,24,9051,10691,13,68,26284475,17000000,1.55,5.7,2.35,
2004,91,38,8023,18711,0,49,16702864,18000000,0.93,5.2,1.85,591000
2001,125,34,39105,21622,0,359,15561627,18000000,0.86,7.5,2.35,
2015,122,0,93548,28933,0,307,17750583,30000000,0.59,7.2,2.35,23000
2009,102,0,28209,4072,1,80,14793904,18000000,0.82,5.3,1.85,
2009,90,44,64646,16004,2,105,15281286,18000000,0.85,6.5,1.85,0
1981,98,28,1400,927,0,41,8000000,18000000,0.44,5,2.35,
2001,109,128,23728,14995,0,213,13491653,18000000,0.75,6.1,2.35,813000
2013,90,31,19586,676,1,109,10494494,18000000,0.58,4.4,2.35,
1997,112,0,46396,1466,0,287,7837632,18000000,0.44,7.5,1.85,0
2014,94,0,8895,1673,2,48,15155772,18000000,0.84,5.7,2.35,
1989,105,6,7470,2368,1,35,8508843,18000000,0.47,5.5,1.37,0
2004,104,109,10680,847,2,112,7739049,18000000,0.43,7.1,1.85,
1986,112,213,29591,711,0,118,6734844,17000000,0.40,5.9,1.85,0
1981,108,25,10832,1263,0,102,6000000,18000000,0.33,6.7,2.35,
2009,112,97,15352,1341,2,82,6615578,13000000,0.51,7,2.35,0
1994,127,13000,142416,56585,1,420,5887457,18000000,0.33,7.9,1.85,
2013,111,655,31898,39307,1,111,13362308,18000000,0.74,6.9,2.35,0
2007,126,44,37635,653,0,165,5701643,20000000,0.29,7.3,2.35,
2008,114,0,194489,46944,4,192,5694401,18000000,0.32,7.3,2.35,12000
1982,99,379,2541,1356,2,54,5333658,20000000,0.27,3.5,1.85,
1996,150,0,30618,1645,0,224,4414535,18000000,0.25,7.8,2.2,0
2016,112,337,31359,5671,0,156,3707794,18000000,0.21,6.7,2.35,
2003,108,11000,25165,14843,2,155,3203044,18000000,0.18,6.4,2.35,827000
2013,116,6,27882,39463,2,119,4435083,18000000,0.25,7.1,2.35,
2009,144,0,52958,167,0,193,2222647,12000000,0.19,7.8,1.85,0
1986,93,28,10082,2319,2,100,3500000,2700000,1.30,5.9,1.85,
2002,103,154,26730,4094,0,180,676698,18000000,0.04,7.2,1.85,2000
1999,121,0,899,2705,2,42,229311,11350000,0.02,6.2,2.35,
2006,105,2,14325,1185,0,90,63260,14000000,0.00,6.7,2.35,0
2007,119,99,422606,17584,2,555,121463226,20000000,6.07,7.6,1.85,
2008,98,209,67653,816,2,108,58006147,23000000,2.52,6.2,1.85,0
2005,80,19,45900,14385,1,247,51053787,17500000,2.92,6.5,1.85,
2004,121,83,264533,4142,1,609,23472900,17500000,1.34,8.1,2.35,12000
2007,94,87,140780,2124,1,376,39687528,24000000,1.65,6.3,2.35,
2013,93,148,1633,1373,5,17,7017178,17500000,0.40,4.4,2.35,0
2002,116,0,4387,245,0,67,325491,17500000,0.02,6,1.85,
2001,101,448,268581,956,0,1109,96471845,17000000,5.67,7.6,1.85,2000
1986,154,0,488537,4228,1,1076,85200000,18500000,4.61,8.4,1.85,
1964,170,165,66959,1164,1,258,72000000,17000000,4.24,7.9,2.2,0
1997,99,13,105585,50284,1,419,72219395,17000000,4.25,5.6,2.35,
2014,104,42,106820,3627,1,147,82389560,17000000,4.85,6.5,1.85,14000
2004,126,729,149966,2170,0,835,71502303,12000000,5.96,7.5,1.85,
2006,110,422,54710,35345,2,177,19179969,17500000,1.10,6.3,2.35,0
1978,101,0,157857,4400,0,1191,47000000,300000,156.67,7.9,2.35,
2002,80,611,149414,6229,4,841,84961,31000000,0.00,7.9,2.35,0
2003,87,9,3407,2164,1,48,37566230,17000000,2.21,5.1,1.85,
2013,123,92,11600,5306,5,64,70492685,17000000,4.15,6.7,2.35,7000
2006,109,248,121058,19410,0,482,35635046,17000000,2.10,6.7,2.35,
2010,90,52,67978,1978,0,279,45670855,20000000,2.28,5.6,1.85,12000
2002,96,36,62272,3294,0,207,37939782,17000000,2.23,5.6,1.85,
2010,125,364,264186,25549,0,665,172051787,170000000,1.01,6.8,2.35,3000
1998,82,12,48458,9271,2,239,30324946,17000000,1.78,6.2,1.85,
2011,86,33,64190,17396,1,129,27854896,17000000,1.64,5.6,2.35,16000
2006,108,192,129719,4500,0,855,41777564,15000000,2.79,6.4,2.35,
2003,98,39,11815,2713,1,117,22734486,17000000,1.34,5.6,2.35,32000
2015,129,51,23480,952,0,83,44469602,17000000,2.62,7.4,2.35,
2012,112,36,213898,12676,4,250,64998368,17000000,3.82,7.2,1.85,36000
2001,108,19,12993,3344,2,107,19693891,34000000,0.58,4.9,1.85,
1998,121,0,50656,2365,1,416,16311763,17000000,0.96,7.5,1.85,0
2002,89,11,10885,4060,0,271,12693621,17000000,0.75,4.8,2.35,
2006,89,0,9104,2135,2,112,15655665,4000000,3.91,3.1,1.33,11000
1999,73,11,2045,2020,0,37,11634458,17000000,0.68,5.8,1.85,
2009,132,847,52852,6317,1,138,27154426,17000000,1.60,6.7,2.35,4000
2013,96,201,125016,673,0,789,54239856,17000000,3.19,6.5,2.35,
2009,98,80,15033,2016,1,75,8662318,17000000,0.51,5.9,1.85,0
2006,107,80,22639,5992,6,217,7156725,19000000,0.38,5.5,1.85,
1987,134,22,33570,3007,6,259,15681020,17000000,0.92,3.6,2.35,1000
2006,122,47,88590,27381,2,419,6855137,17000000,0.40,7.4,2.35,
1986,97,3,4081,805,0,28,2315683,17000000,0.14,3,1.85,154000
2006,110,168,295375,4210,3,645,39825798,16000000,2.49,7.6,1.85,
1981,102,4,1275,1262,0,27,2000000,17000000,0.12,6.4,2.35,0
2003,98,541,16234,409,1,113,1569918,17000000,0.09,6.9,2.35,
2006,160,219,32671,2340,6,238,273420,17000000,0.02,5.5,2.35,0
2012,83,57,16268,730,1,108,4930798,17000000,0.29,4.1,2.35,
1991,102,6,55895,5433,1,115,59847242,16500000,3.63,6.8,1.85,0
2006,122,30,13239,25173,2,97,220914,16800000,0.01,6.5,1.85,
2006,110,168,295375,4210,3,645,39825798,16000000,2.49,7.6,1.85,15000
1987,126,0,119150,1607,2,219,43848100,15000000,2.92,7.4,1.85,
1995,136,0,78392,41059,2,196,42700000,16500000,2.59,7.7,1.85,0
2007,120,11,46204,12554,1,151,18663911,16500000,1.13,7.1,2.35,
2007,108,18,37700,2785,2,50,11702090,16500000,0.71,6.3,2.35,0
2003,126,26,56665,2282,0,469,13005485,15000000,0.87,7.6,1.85,
1989,128,608,277451,51609,0,491,95860116,16400000,5.85,8,1.85,23000
1994,113,137,288451,2985,2,438,127175354,16000000,7.95,7.3,1.85,
1989,89,0,149108,485,0,273,92823600,16000000,5.80,7.6,1.85,0
1982,129,0,26310,2330,0,154,54000000,16000000,3.38,7.8,1.85,
2000,94,480,132963,3889,5,302,68525609,15600000,4.39,6.5,1.85,0
1999,106,48,35312,23369,0,267,52885587,16000000,3.31,6.4,1.85,
