movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
Into the Wild,Color,Adventure,Biography,Drama,,,,,alaska,based on true story,male nudity,self discovery,wilderness,English,USA,R,8.2
School for Scoundrels,Color,Comedy,,,,,,,paintball,paintball gun,pepper spray,tennis,what happened to epilogue,English,USA,PG013,5.9
Silent Hill: Revelation 3D,Color,Adventure,Drama,Horror,Mystery,Thriller,,,18th birthday,alternate reality,introduction,nightmare,on the run,English,France,R,5
From Dusk Till Dawn,Color,Crime,Fantasy,Horror,,,,,brother,human versus vampire,rapist,stripper,vampire,English,USA,R,7.3
Pooh's Heffalump Movie,Color,Animation,Family,Fantasy,Mystery,,,,creature,forest,mother son relationship,rabbit,winnie the pooh,English,USA,G,6.4
Home for the Holidays,Color,Comedy,Drama,Romance,,,,,dinner,gay interest,gay sibling,homosexual,thanksgiving,English,USA,PG013,6.6
Kung Fu Hustle,Color,Action,Comedy,Crime,Fantasy,,,,1940s,axe,china,gang,sign language,Cantonese,Hong Kong,R,7.8
The Country Bears,Color,Comedy,Family,Music,Musical,,,,animal in title,bear,box office flop,disney,satire,English,USA,G,4
The Kite Runner,Color,Drama,,,,,,,afghanistan,based on novel,boy,friend,kite,Dari,USA,PG013,7.6
21 Grams,Color,Drama,,,,,,,accident,faith,love,mathematician,nonlinear timeline,English,USA,R,7.7
Paparazzi,Color,Action,Crime,Drama,Thriller,,,,actor,coma,movie star,paparazzi,revenge,English,USA,PG013,5.8
Twilight,Color,Drama,Fantasy,Romance,,,,,blood,high school,love,school,vampire,English,USA,PG013,5.2
A Guy Thing,Color,Comedy,Romance,,,,,,bachelor party,climbing a tree,taxi,toilet,wedding,English,USA,PG013,5.6
Loser,Color,Comedy,Romance,,,,,,college,loser,love,new york city,overdose,English,USA,PG013,5.3
The Greatest Story Ever Told,Color,Biography,Drama,History,,,,,70mm film,biblical epic,faith,jewish,king herod,English,USA,G,6.6
Disaster Movie,Color,Comedy,,,,,,,disaster,glass,mousetrap,natural disaster,scatological humor,English,USA,PG013,1.9
Armored,Color,Action,Crime,Thriller,,,,,armored truck,blood splatter,die hard scenario,guard,heist,English,USA,PG013,5.7
The Man Who Knew Too Little,Color,Action,Comedy,Crime,Thriller,,,,assassin,bomb,dominatrix,mistaken identity,spy,English,USA,PG,6.6
What's Your Number?,Color,Comedy,Romance,,,,,,ex boyfriend,morning after,prince charming,quarrel,womanizer,English,USA,R,6
Lockout,Color,Action,Adventure,Sci0Fi,Thriller,,,,bodyguard,maximum security prison,outer space,president,prison,English,France,PG013,6.1
Envy,Color,Comedy,,,,,,,best friend,dog,envy,jealousy,neighbor,English,USA,PG013,4.8
Crank: High Voltage,Color,Action,Crime,Sci0Fi,Thriller,,,,artificial heart,heart,horse penis,prostitute,stripper,English,USA,R,6.2
Bullets Over Broadway,Color,Comedy,Crime,,,,,,actress,bodyguard,new york city,play,playwright,English,USA,R,7.5
One Night with the King,Color,Biography,Drama,History,,,,,biblical,book of esther,esther,persia,treachery,English,USA,PG,6.3
The Quiet American,Color,Drama,Mystery,Romance,Thriller,War,,,american,french,saigon,vietnam,vietnamese,English,UK,R,7.1
The Weather Man,Color,Comedy,Drama,,,,,,corndog,failure,funeral in the rain,new york city,weatherman,English,USA,R,6.6
Undisputed, Black and White,Action,Crime,Drama,Sport,,,,boxing,fight,heavyweight champion,iceman,prison,English,USA,R,6.1
Ghost Town,Color,Comedy,Drama,Fantasy,Romance,,,,bouquet of roses,bright light,cardiopulmonary resuscitation,ghost,white rose,English,USA,PG013,6.7
12 Rounds,Color,Action,Crime,Thriller,,,,,2000s,detective,sadist,terrorism,terrorist,English,USA,PG013,5.6
Let Me In,Color,Drama,Fantasy,Horror,Mystery,,,,blood,boy,night,school,vampire,English,UK,R,7.2
3 Ninjas Kick Back,Color,Action,Comedy,Family,,,,,1990s,dagger,japan,mousetrap,stick fight,English,USA,PG,4.3
Be Kind Rewind,Color,Comedy,,,,,,,friend,power plant,sabotage,store clerk,video store,English,UK,PG013,6.4
Mrs Henderson Presents,Color,Comedy,Drama,Music,War,,,,anti semitism,breasts,chamberlain,friend,theatre,English,UK,R,7.1
Triple 9,Color,Action,Crime,Drama,Thriller,,,,betrayal,corrupt cop,heist,murder of a police officer,police detective,English,USA,R,6.3
Deconstructing Harry,Color,Comedy,,,,,,,marriage,novelist,panties pulled down,writer's block,writing,English,USA,R,7.4
Three to Tango,Color,Comedy,Romance,,,,,,architect,award,farce,love,misunderstanding,English,Australia,PG013,6.1
Burnt,Color,Comedy,Drama,,,,,,chef,gay kiss,michelin star,restaurant,violent behavior,English,USA,R,6.6
We're No Angels,Color,Comedy,Crime,,,,,,con,convict,escape,police,priest,English,USA,PG013,6
Everyone Says I Love You,Color,Comedy,Musical,Romance,,,,,engagement,grandfather,liberal,maid,song,English,USA,R,6.8
Death at a Funeral,Color,Comedy,,,,,,,end credits roll call,four word title,funeral,secret,uncle,English,USA,R,7.4
Death Sentence,Color,Action,Crime,Thriller,,,,,blood,death,gang,murder,revenge,English,USA,R,6.8
Everybody's Fine,Color,Adventure,Drama,,,,,,bus trip,parental love,retirement,surprise visit,train ride,English,USA,PG013,7.2
Superbabies: Baby Geniuses 2,Color,Comedy,Family,Sci0Fi,,,,,computer,good versus evil,mind control,science experiment,sequel,English,Germany,PG,1.9
The Man,Color,Action,Comedy,Crime,,,,,buddy comedy,criminal,gun smuggling,mistaken identity,salesman,English,Germany,PG013,5.5
Code Name: The Cleaner,Color,Action,Comedy,Crime,,,,,comic violence,hand to hand combat,kung fu,talking to self in mirror,violence,English,USA,PG013,4.5
Connie and Carla,Color,Comedy,Crime,Music,,,,,box office flop,drag queen,gender disguise,mafia,witness,English,USA,PG013,6.3
Inherent Vice,Color,Comedy,Crime,Drama,Mystery,Romance,,,1960s,based on novel,ex boyfriend ex girlfriend relationship,southern california,voice over narration,English,USA,R,6.7
Doogal,Color,Adventure,Animation,Comedy,Family,Fantasy,,,diamond,lava,magic,mountain,sorcerer,English,USA,G,2.8
Battle of the Year,Color,Drama,Music,,,,,,3 dimensional,box office flop,critically bashed,dancing,,English,USA,PG013,5
An American Carol,Color,Comedy,Fantasy,,,,,,arab stereotype,box office flop,documentary filmmaker,filmmaker,terrorist,English,USA,PG013,4.3
Machete Kills,Color,Action,Comedy,Crime,Thriller,,,,arms dealer,battle,bomb,machete,missile,English,Russia,R,5.6
Willard,Color,Drama,Horror,Sci0Fi,Thriller,,,,at work,rat,revenge,vermin,work,English,Canada,PG013,6.2
Strange Wilderness,Color,Adventure,Comedy,,,,,,bigfoot,critically bashed,ecuador,friend,tv show,English,USA,R,5.3
Topsy0Turvy,Color,Biography,Comedy,Drama,History,Music,Musical,,19th century,exhibition,gilbert and sullivan,gilbert and sullivan's princess ida,japanese,English,UK,R,7.4
Little Boy,Color,Drama,War,,,,,,,,,,,English,Mexico,PG013,7.4
A Dangerous Method,Color,Biography,Drama,Thriller,,,,,carl jung,patient,psychoanalysis,russian,sigmund freud,English,UK,R,6.5
A Scanner Darkly,Color,Animation,Drama,Mystery,Sci0Fi,Thriller,,,detective,drugs,substance d,undercover,undercover cop,English,USA,R,7.1
Chasing Mavericks,Color,Biography,Drama,Sport,,,,,box office flop,no opening credits,surfing,two word title,year 1987,English,USA,PG,7.2
Alone in the Dark,Color,Horror,Sci0Fi,,,,,,artifact,creature,darkness,demon,museum,English,Canada,R,2.3
Bandslam,Color,Comedy,Drama,Family,Music,Romance,,,battle of the bands,high school,rock 'n' roll,school,teenager,English,USA,PG,6.4
Birth,Color,Drama,Mystery,Romance,Thriller,,,,birthday,boy,dead husband,death,widow,English,USA,R,6.1
A Most Violent Year,Color,Action,Crime,Drama,Thriller,,,,american dream,immigrant,new york city,oil,violence,English,USA,R,7
Flash of Genius,Color,Biography,Drama,,,,,,flash of genius,genius,intellectual property,professor,university,English,USA,PG013,7
I'm Not There., Black and White,Biography,Drama,Music,,,,,1960s,actor,horseback riding,reporter,riding the rails,English,USA,R,7
The Cold Light of Day,Color,Action,Thriller,,,,,,driving a car down stairs,duct tape gag,held captive,murder of a police officer,sailing,English,USA,PG013,4.9
The Brothers Bloom,Color,Adventure,Comedy,Drama,Romance,,,,con man,eccentric,heiress,love,revenge,English,USA,PG013,6.9
"Synecdoche, New York",Color,Comedy,Drama,Romance,,,,,actress,director,play,theatre director,warehouse,English,USA,R,7.5
Princess Mononoke,Color,Adventure,Animation,Fantasy,,,,,anime,cult film,forest,princess,studio ghibli,Japanese,Japan,PG013,8.4
Bon voyage, Black and White,Comedy,Drama,Mystery,Romance,Thriller,War,,actress,bordeaux,german,heavy water,nazi,French,France,PG013,6.9
Can't Stop the Music,Color,Biography,Comedy,Musical,,,,,male frontal nudity,male full frontal nudity,male nudity,male rear nudity,new york city,English,USA,PG,4.5
The Proposition,Color,Crime,Drama,Western,,,,,aborigine,foreboding,gang,hideout,outlaw,English,Australia,R,7.4
Courage,Color,Biography,Drama,Sport,,,,,coach,football,football movie,football team,high school sweethearts,English,USA,PG,7
Marci X,Color,Comedy,Music,,,,,,female protagonist,hip hop,jewish american princess,rapper,record label,English,USA,R,2.8
Equilibrium,Color,Action,Drama,Sci0Fi,Thriller,,,,cleric,dystopia,fascist,law,neo noir,English,USA,R,7.5
The Children of Huang Shi,Color,Drama,War,,,,,,british,communist,journalist,nurse,orphan,English,Australia,R,7.1
The Yards,Color,Crime,Drama,Romance,Thriller,,,,best friend,corruption,fall to death,female nudity,friend,English,USA,R,6.4
The Oogieloves in the Big Balloon Adventure,Color,Adventure,Family,Fantasy,Musical,,,,balloon,birthday,box office flop,critically bashed,,English,USA,G,6.7
By the Sea,Color,Drama,Romance,,,,,,cheating wife,cigarette smoking,male in shower,male nudity,male rear nudity,English,USA,R,5.3
Steamboy,Color,Action,Adventure,Animation,Family,Sci0Fi,Thriller,,19th century,ball,boy,inventor,steam,Japanese,Japan,PG013,6.9
The Game of Their Lives,Color,Drama,History,Sport,,,,,1950s,brazil,soccer,soccer movie,world cup,English,USA,PG,6.2
Rapa Nui,Color,Action,Adventure,Drama,History,Romance,,,easter island,location in title,statue,topless female nudity,two word title,English,USA,R,6.4
Les couloirs du temps: Les visiteurs II,Color,Comedy,Family,Fantasy,Sci0Fi,,,,jewel,knight,magical potion,sequel,time travel comedy,French,France,,6
Dylan Dog: Dead of Night,Color,Action,Comedy,Crime,Fantasy,Horror,Mystery,Sci0Fi,close up of eyes,monster,quirkiness,supernatural,vomiting,English,USA,PG013,5.1
People I Know,Color,Crime,Drama,Mystery,,,,,actor,client,new york,protection,scandal,English,USA,R,5.5
The Tempest,Color,Comedy,Drama,Fantasy,Romance,,,,banishment,sorcery,spirit,staff,storm at sea,English,USA,PG013,5.4
The Painted Veil,Color,Drama,Romance,,,,,,china,cholera,epidemic,love,marriage,Mandarin,China,PG013,7.5
The Baader Meinhof Complex,Color,Action,Biography,Crime,Drama,,,,bonn germany,failed kidnapping,handcuffs,projectile,terrorist,German,Germany,R,7.4
Dances with Wolves,Color,Adventure,Drama,Western,,,,,friendship,frontier,honor,outpost,soldier,English,USA,PG013,8
Bad Teacher,Color,Comedy,,,,,,,boob job,breast enlargement,breast surgery,cheating on a test,ejaculation,English,USA,R,5.7
Sea of Love,Color,Crime,Drama,Mystery,Thriller,,,,detective,love,single,suspect,title from song,English,USA,R,6.8
A Cinderella Story,Color,Comedy,Family,Romance,,,,,cinderella story,correspondence,evil step mother,female protagonist,teenage girl,English,USA,PG,5.9
Scream,Color,Horror,Mystery,,,,,,mask,mystery killer,slasher,teenage girl,telephone,English,USA,R,7.2
Thir13en Ghosts,Color,Horror,,,,,,,collector,ghost,ghost hunter,glass house,machine,English,USA,R,5.5
Back to the Future,Color,Adventure,Comedy,Sci0Fi,,,,,clock tower,delorean,future,time travel,time travel comedy,English,USA,PG,8.5
House on Haunted Hill,Color,Horror,Mystery,Thriller,,,,,billionaire,corpse,eccentric,haunted hospital,haunted house,English,USA,R,5.6
I Can Do Bad All by Myself,Color,Comedy,Drama,,,,,,aunt,immigrant,looting,love,nightclub singer,English,USA,PG013,4.1
The Switch,Color,Comedy,Drama,Romance,,,,,artificial insemination,best friend,new york city,sperm,sperm donor,English,USA,PG013,6.1
Just Married,Color,Comedy,Romance,,,,,,fall,honeymoon,love,marriage,newlywed,English,USA,PG013,5.4
The Devil's Double,Color,Biography,Drama,Thriller,,,,,betrayal,debauchery,lust,palace,saddam hussein,English,Belgium,R,7.1
Thomas and the Magic Railroad,Color,Adventure,Comedy,Drama,Family,Fantasy,,,locomotive,magic,mountain,railroad,steam locomotive,English,UK,G,3.6
The Crazies,Color,Horror,Thriller,,,,,,deputy,iowa,rural setting,sheriff,survival,English,USA,R,6.5
Spirited Away,Color,Adventure,Animation,Family,Fantasy,,,,anime,bathhouse,pig,spirit,work,Japanese,Japan,PG,8.6
The Bounty,Color,Action,Adventure,Drama,History,Romance,,,lieutenant,lifeboat,mutiny,sailing ship,ship,English,UK,PG,7
The Book Thief,Color,Drama,War,,,,,,basement,book,girl,library,track,English,USA,PG013,7.6
Sex Drive,Color,Adventure,Comedy,Romance,,,,,amish,friend,friendship,high school,virgin,English,USA,R,6.5
Leap Year,Color,Comedy,Romance,,,,,,ireland,irish,journey,tradition,travel,English,USA,PG,6.4
Take Me Home Tonight,Color,Comedy,Drama,Romance,,,,,friend,night,party,sex scene,sister,English,USA,R,6.3
The Nutcracker,Color,Family,Fantasy,Music,,,,,christmas,lifting female in air,lifting male in air,lifting someone into the air,little girl,English,USA,G,5.7
Kansas City,Color,Crime,Drama,Music,Thriller,,,,1930s,election,female frontal nudity,kansas city,politician,English,France,R,6.3
The Amityville Horror,Color,Drama,Horror,Mystery,Thriller,,,,ghost,haunted house,murder,nightmare,priest,English,USA,R,6
Adaptation.,Color,Comedy,Drama,,,,,,book,orchid,screenwriter,thief,twin,English,USA,R,7.7
Land of the Dead, Black and White,Horror,,,,,,,apocalypse,mercenary,skyscraper,urban setting,zombie apocalypse,English,Canada,R,6.2
Fear and Loathing in Las Vegas,Color,Adventure,Comedy,Drama,,,,,american dream,convertible,drugs,journalist,lawyer,English,USA,R,7.7
The Invention of Lying,Color,Comedy,Fantasy,Romance,,,,,genetics,heaven,lie,screenwriter,truth,English,USA,PG013,6.4
Neighbors,Color,Comedy,,,,,,,broken leg,friendship,jewish,topless female nudity,urination,English,USA,R,6.4
The Mask,Color,Action,Comedy,Crime,Fantasy,,,,bank,bank clerk,gangster,loki,mask,English,USA,PG013,6.9
Big,Color,Comedy,Drama,Family,Fantasy,Romance,,,friend,job,new york city,toy,wish,English,USA,PG,7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Color,Comedy,,,,,,,california,city,kazakhstan,travel,tv reporter,English,USA,R,7.3
Legally Blonde,Color,Comedy,Romance,,,,,,blonde,harvard,law,law school,sorority,English,USA,PG013,6.2
Star Trek III: The Search for Spock,Color,Action,Adventure,Sci0Fi,,,,,dying planet,planet,regaining one's memory,sacrifice,stabbed to death,English,USA,PG,6.6
The Exorcism of Emily Rose,Color,Drama,Horror,Thriller,,,,,death,demonic possession,exorcism,lawyer,priest,English,USA,PG013,6.7
Deuce Bigalow: Male Gigolo,Color,Comedy,Romance,,,,,,aquarium,fish,fish tank,gigolo,norwegian,English,USA,R,5.7
Left Behind,Color,Action,Drama,Fantasy,Mystery,Thriller,,,bible quote,chaos,faith,riot,shrine,English,USA,PG013,3.1
The Family Stone,Color,Comedy,Drama,Romance,,,,,christmas,cruelty,ring,secret,tension,English,USA,PG013,6.3
Barbershop 2: Back in Business, Black and White,Comedy,Drama,,,,,,barbecue,barbershop,blaxploitation,marriage,politics,English,USA,PG013,5.7
Bad Santa,Color,Comedy,Crime,Drama,,,,,bartender,christmas,christmas eve,department store,drink,English,USA,R,7.1
Austin Powers: International Man of Mystery,Color,Comedy,Crime,,,,,,cartoon on tv,reference to frankenstein,reference to jimi hendrix,scene during end credits,surrealism,English,USA,PG013,7
My Big Fat Greek Wedding 2,Color,Comedy,Family,Romance,,,,,family restaurant,greek,remarriage,suburb,wedding,English,USA,PG013,6.1
Diary of a Wimpy Kid: Rodrick Rules,Color,Comedy,Family,,,,,,brother,middle school,no opening credits,photograph,school,English,USA,PG,6.6
Predator,Color,Action,Horror,Sci0Fi,,,,,box office hit,commando,death of friend,jungle,severed arm,English,USA,R,7.8
Amadeus,Color,Biography,Drama,History,Music,,,,1800s,classical composer,composer,first person narration,opera,English,USA,R,8.3
Prom Night,Color,Horror,Mystery,,,,,,friend,hotel,killer,murder,prom,English,USA,PG013,3.9
Mean Girls,Color,Comedy,,,,,,,bully,clique,high school,high school girl,secret,English,USA,PG013,7
Under the Tuscan Sun,Color,Comedy,Drama,Romance,,,,,author,book,vacation,villa,writer,English,USA,PG013,6.7
Gosford Park,Color,Drama,Mystery,,,,,,country house,murder,producer,servant,shooting party,English,UK,R,7.3
Peggy Sue Got Married,Color,Comedy,Drama,Fantasy,Romance,,,,alternate history,alternate timeline,divorce,high school,reunion,English,USA,PG013,6.3
Birdman or (The Unexpected Virtue of Ignorance),Color,Comedy,Drama,Romance,,,,,actor,artist,broadway play,replacement,stage,English,USA,R,7.8
Blue Jasmine,Color,Drama,,,,,,,congenital liar,mental breakdown,self deception,snob,talking to oneself,English,USA,PG013,7.3
United 93,Color,Drama,History,Thriller,,,,,flight,passenger,plane,september 11 2001,terrorist,English,USA,R,7.6
Honey,Color,Drama,Music,Romance,,,,,choreographer,dance,dancer,dancing,hip hop,English,USA,PG013,5.3
Glory,Color,Drama,History,War,,,,,army,black soldier,military uniform,prejudice,u.s. civil war,English,USA,R,7.9
Spy Hard,Color,Action,Comedy,,,,,,1990s,dentist,hit with a door,martial arts,museum,English,USA,PG013,5.3
The Fog,Color,Fantasy,Horror,,,,,,california,fog,leper,lighthouse,ship,English,USA,R,6.8
Soul Surfer,Color,Biography,Drama,Family,Sport,,,,christian,christian film,shark,surfer,surfing,English,USA,PG,7.1
Observe and Report,Color,Comedy,Crime,Drama,,,,,male pubic hair,mall,police detective,pubic hair,security guard,English,USA,R,5.8
Conan the Destroyer,Color,Action,Adventure,Fantasy,,,,,gods,princess,queen,rescue,wizard,English,USA,PG,5.8
Raging Bull, Black and White,Biography,Drama,Sport,,,,,boxing,domestic violence,hot temper,jealousy,rage,English,USA,R,8.3
Love Happens,Color,Drama,Romance,,,,,,florist,motivational speaker,self help guru,seminar,widower,English,USA,PG013,5.6
Young Sherlock Holmes,Color,Adventure,Fantasy,Mystery,Thriller,,,,cult,death,delusion,girl,sherlock holmes,English,USA,PG013,6.8
Fame,Color,Comedy,Drama,Musical,Romance,,,,new york,performing arts,school,student,teacher,English,USA,PG,5
127 Hours,Color,Adventure,Biography,Drama,Thriller,,,,alone,aron ralston,based on autobiography,canyon,survival,English,USA,R,7.6
Small Time Crooks,Color,Comedy,Crime,,,,,,apartment building,crook,new york city,three word title,written and directed by cast member,English,USA,PG,6.7
Center Stage,Color,Drama,Music,Romance,,,,,ballet,dance,dancer,dancing,love,English,USA,PG013,6.7
Love the Coopers,Color,Comedy,,,,,,,christmas,family dinner,husband wife conflict,husband wife kiss,large family,English,USA,PG013,5.7
Catch That Kid,Color,Comedy,Crime,,,,,,caper,computer genius,dog,heist,security chief,English,USA,PG,5.2
Life as a House,Color,Drama,,,,,,,cancer,construction,house,house construction,neighbor,English,USA,R,7.5
Steve Jobs,Color,Biography,Drama,,,,,,apple computer,box office flop,computer,dialogue driven,father daughter relationship,English,UK,R,7.2
"I Love You, Beth Cooper",Color,Comedy,Romance,,,,,,cheerleader,party,popular girl,speech,valedictorian,English,Canada,PG013,5.3
Youth in Revolt,Color,Comedy,Drama,Romance,,,,,alter ego,boarding school,love,masturbation,teen movie,English,USA,R,6.5
The Legend of the Lone Ranger,Color,Action,Adventure,Western,,,,,ambush,hero,masked hero,outlaw,texas ranger,English,USA,PG,5
The Tailor of Panama,Color,Drama,Thriller,,,,,,canal,panama,president,spy,tailor,English,USA,R,6.1
Getaway,Color,Action,Crime,Thriller,,,,,die hard scenario,earth viewed from space,race against time,race car driver,title at the end,English,USA,PG013,4.4
The Ice Storm,Color,Drama,,,,,,,ice,ice storm,storm,thanksgiving,virgin,English,USA,R,7.5
And So It Goes,Color,Comedy,Drama,Romance,,,,,four word title,grandparent grandchild relationship,reference to facebook,reference to the internet,singer,English,USA,PG013,5.7
Troop Beverly Hills,Color,Adventure,Comedy,,,,,,beverly hills hotel,divorce,girl,troop,wilderness,English,USA,PG,5.5
Being Julia,Color,Comedy,Drama,Romance,,,,,diva,marriage,open marriage,revenge,social climber,English,Canada,R,7.1
9½ Weeks,Color,Drama,Romance,,,,,,blindfolded woman,control,male dominance,sex game,sex in public,English,USA,R,5.9
Dragonslayer,Color,Action,Adventure,Fantasy,,,,,apprentice,dragon,king,kingdom,wizard,English,USA,PG,6.7
The Last Station,Color,Biography,Drama,Romance,,,,,countess,leo tolstoy,russian,wealth,writing,English,Germany,R,7
Ed Wood, Black and White,Biography,Comedy,Drama,,,,,1950s,director,friend,friendship,transvestism,English,USA,R,7.9
Labor Day,Color,Drama,,,,,,,baseball,baseball practice,escaped convict,neighbor,tied to a chair,English,USA,PG013,6.9
Mongol: The Rise of Genghis Khan,Color,Adventure,Biography,Drama,History,War,,,epic,genghis khan,one word title,slave,starving,Mongolian,Russia,R,7.3
RocknRolla,Color,Action,Crime,Thriller,,,,,accountant,finger gun,homosexual,killed in an elevator,painting,English,UK,R,7.3
Megaforce,Color,Action,Sci0Fi,,,,,,dictator,electronic music score,one word title,secret headquarters,soldier,English,USA,PG,3.5
Hamlet,Color,Drama,,,,,,,classic literature,denmark,funeral,madness,prince,English,UK,PG013,7.8
Midnight Special,Color,Adventure,Drama,Sci0Fi,Thriller,,,,cult,father son relationship,gas station,on the run,supernatural ability,English,Greece,PG013,6.7
Anything Else,Color,Comedy,Romance,,,,,,love at first sight,new york city,sex,teacher,writer,English,USA,R,6.4
The Railway Man,Color,Biography,Drama,Romance,War,,,,japanese soldier,physical torture,pow camp,prisoner of war,reference to adolf hitler,English,Australia,R,7.1
The White Ribbon, Black and White,Drama,Mystery,,,,,,children,doctor,mysterious event,pastor,small village,German,Germany,R,7.8
The Wraith,Color,Action,Horror,Romance,Sci0Fi,Thriller,,,arizona,death,gang,police,sheriff,English,USA,R,5.9
The Salton Sea,Color,Crime,Drama,Mystery,Thriller,,,,male in shower,murder,neighbor neighbor relationship,remote control car,sex scene,English,USA,R,7.2
One Man's Hero,Color,Action,Drama,History,Romance,War,Western,,american,battalion,catholic,mexican,sergeant,English,Spain,R,6.2
Renaissance,Color,Action,Animation,Sci0Fi,Thriller,,,,future,kidnapping,missing file,paris france,year 2054,English,France,R,6.7
Superbad,Color,Comedy,,,,,,,black comedy,bromance,party,school,teen comedy,English,USA,R,7.6
Step Up 2: The Streets,Color,Drama,Music,Musical,Romance,,,,audition,dance,kissing in the rain,student,subway,English,USA,PG013,6.2
Hoodwinked!,Color,Action,Animation,Comedy,Crime,Family,,,animal,axe,red riding hood,wolf,woodsman,English,USA,PG,6.5
Hotel Rwanda,Color,Drama,History,War,,,,,atrocity,central africa,ethnic warfare,united nations peace keeping force,united nations soldier,English,UK,PG013,8.1
Hitman,Color,Action,Crime,Drama,Thriller,,,,hitman,impersonation,see through dress,topless female nudity,woman on top,English,France,R,6.3
Black Nativity,Color,Drama,Family,Music,Musical,,,,based on stage musical,based on the bible,christmas,color in title,nativity,English,USA,PG,4.4
City of Ghosts,Color,Crime,Drama,Thriller,,,,,bag over head,buddhist temple,loss of friend,male bonding,nightclub,English,USA,R,6
The Others,Color,Fantasy,Horror,Thriller,,,,,curtain,haunting,mansion,mute,xeroderma pigmentosum,English,USA,PG013,7.6
Aliens,Color,Action,Adventure,Sci0Fi,,,,,alien,human versus alien,monster,rescue mission,space marine,English,USA,R,8.4
My Fair Lady,Color,Drama,Family,Musical,Romance,,,,colonel,flower girl,professor,street,wager,English,USA,Approved,7.9
I Know What You Did Last Summer,Color,Horror,Mystery,Thriller,,,,,beach,corpse,fourth of july,overalls,revenge,English,USA,R,5.6
Let's Be Cops,Color,Comedy,,,,,,,friendship between men,impersonating a police officer,mobster,party,police officer,English,USA,R,6.5
Sideways,Color,Adventure,Comedy,Drama,Romance,,,,actor,california,teacher,wine,writer,English,USA,R,7.5
Beerfest,Color,Comedy,,,,,,,beer,competition,germany,oktoberfest,prostitute,English,USA,R,6.3
Halloween,Color,Horror,Thriller,,,,,,halloween,masked killer,michael myers,slasher,trick or treat,English,USA,R,7.9
Hero, Black and White,Action,Adventure,History,,,,,china,flying,king,palace,sword,Mandarin,China,PG013,7.9
Good Boy!,Color,Comedy,Drama,Family,Fantasy,Sci0Fi,,,dog,friend,neighborhood,planet,star,English,USA,PG,5.1
The Best Man Holiday,Color,Comedy,Drama,,,,,,childbirth,christmas,gay slur,infidelity,punched in the nose,English,USA,R,6.7
Smokin' Aces,Color,Action,Crime,Drama,Thriller,,,,casino,fbi,mafia,mob hit,sniper,English,UK,R,6.7
Saw 3D: The Final Chapter,Color,Horror,Mystery,,,,,,blood splatter,self help guru,sequel,support group,survivor,English,Canada,R,5.6
40 Days and 40 Nights,Color,Comedy,Romance,,,,,,female on male rape,lent,male rear nudity,masturbation,sex,English,USA,R,5.6
TRON: Legacy,Color,Action,Adventure,Sci0Fi,,,,,arcade,bridge,disappearance,escape,warrior,English,USA,PG,6.8
A Night at the Roxbury,Color,Comedy,Music,Romance,,,,,1990s,bar,car accident,nightclub,whipped cream,English,USA,PG013,6.2
Beastly,Color,Drama,Fantasy,Romance,,,,,love,maid,newscaster,student,tutor,English,USA,PG013,5.6
The Hills Have Eyes,Color,Horror,,,,,,,desert,horror movie remake,murder of family,rape,slasher,English,USA,R,6.4
Dickie Roberts: Former Child Star,Color,Comedy,,,,,,,dental braces,dental headgear,former child star,panties,white panties,English,USA,PG013,5.6
"McFarland, USA",Color,Biography,Drama,Sport,,,,,coach,high school,place name in title,school,student,English,USA,PG,7.4
Pitch Perfect,Color,Comedy,Music,Romance,,,,,a cappella,competition,dj,female protagonist,lesbian,English,USA,PG013,7.2
Summer Catch,Color,Comedy,Drama,Romance,Sport,,,,baseball,baseball player,night,rivalry,summer,English,USA,PG013,4.9
A Simple Plan,Color,Crime,Drama,Thriller,,,,,bag of money,found money,minnesota,screenplay adapted by author,snow,English,UK,R,7.5
They,Color,Horror,Mystery,Thriller,,,,,darkness,friend,kiss,nightmare,suicide,English,USA,PG013,4.8
Larry the Cable Guy: Health Inspector,Color,Comedy,Romance,,,,,,diner,food poisoning,health inspector,restaurant,undercover,English,USA,PG013,3.1
The Adventures of Elmo in Grouchland,Color,Adventure,Comedy,Family,Fantasy,Musical,,,based on tv series,blanket,box office flop,rescue,sesame street,English,USA,G,5.8
Brooklyn's Finest,Color,Crime,Drama,Thriller,,,,,catholic,corrupt cop,new york city,police detective,police officer killed,English,USA,R,6.7
Evil Dead,Color,Horror,,,,,,,book of the dead,demon,h.p. lovecraft,lesbian kiss,promise,English,USA,R,6.5
My Life in Ruins,Color,Comedy,Romance,,,,,,greece,greek,tour bus,tour guide,tourist,English,USA,PG013,5.9
American Dreamz,Color,Comedy,Music,,,,,,chief of staff,contest,president,singing,terrorist,English,USA,PG013,5.5
Superman IV: The Quest for Peace,Color,Action,Adventure,Family,Sci0Fi,,,,box office flop,dc comics,hair,nuclear disarmament,superman,English,UK,PG,3.6
Running Scared,Color,Action,Crime,Drama,Thriller,,,,adult child friendship,corrupt cop,fistfight,gangster,thug,English,Germany,R,7.4
